gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,high school,standard,none,68,71,65
female,group D,master's degree,standard,none,82,93,100
female,group C,some college,standard,none,67,83,76
male,group C,associate's degree,standard,none,87,84,84
male,group C,some college,free/reduced,none,73,70,67
male,group A,bachelor's degree,free/reduced,none,59,61,56
female,group D,bachelor's degree,free/reduced,completed,64,85,92
female,group D,some college,standard,completed,59,72,70
male,group E,high school,standard,none,60,58,50
female,group B,some college,free/reduced,none,58,64,64
female,group C,high school,standard,completed,76,79,77
male,group B,high school,standard,completed,54,46,47
female,group C,associate's degree,standard,none,60,61,67
female,group E,some high school,standard,completed,76,75,77
female,group E,some high school,free/reduced,none,26,36,35
male,group E,some college,standard,completed,93,78,78
female,group B,some college,standard,completed,75,84,85
female,group B,some high school,standard,none,44,57,54
female,group C,high school,standard,completed,53,72,65
male,group E,some high school,free/reduced,none,71,65,63
male,group E,associate's degree,standard,none,95,98,93
female,group D,high school,free/reduced,none,71,78,80
female,group D,some high school,standard,completed,74,79,83
female,group C,high school,standard,none,52,66,66
male,group D,high school,standard,none,43,37,30
male,group D,master's degree,standard,none,62,79,76
male,group D,high school,standard,none,87,95,89
male,group C,associate's degree,standard,completed,90,96,86
female,group A,high school,standard,none,64,84,75
female,group D,master's degree,standard,completed,75,93,94
male,group A,high school,standard,none,61,64,61
female,group B,some college,standard,none,60,56,57
male,group D,high school,standard,none,63,44,47
female,group C,high school,standard,completed,33,53,52
female,group D,some high school,standard,none,46,61,58
female,group D,bachelor's degree,standard,completed,85,90,95
male,group D,associate's degree,standard,none,89,88,82
female,group D,high school,free/reduced,none,67,67,71
male,group D,master's degree,standard,completed,66,56,66
male,group D,some college,standard,none,77,77,82
female,group E,some high school,standard,none,86,89,89
male,group E,some high school,free/reduced,none,53,58,47
female,group C,associate's degree,standard,completed,60,74,77
male,group A,some college,standard,none,76,83,78
male,group D,master's degree,standard,none,70,65,63
male,group B,some college,standard,completed,72,77,79
female,group C,associate's degree,standard,completed,54,74,79
female,group B,high school,free/reduced,none,73,79,78
female,group D,associate's degree,standard,none,52,56,66
male,group C,some college,free/reduced,none,55,58,48
female,group C,some high school,standard,none,55,53,52
female,group B,high school,standard,none,53,57,59
male,group B,high school,standard,none,81,81,80
male,group D,some college,standard,completed,87,85,85
male,group E,high school,standard,none,73,69,60
female,group D,high school,free/reduced,none,56,64,62
female,group B,some college,standard,none,67,72,73
male,group C,associate's degree,standard,completed,67,72,67
female,group D,bachelor's degree,standard,none,74,75,79
male,group C,some college,free/reduced,completed,60,59,60
male,group A,some college,standard,completed,69,64,64
female,group B,some high school,free/reduced,none,32,43,41
male,group B,some college,free/reduced,completed,64,71,61
female,group D,some college,standard,none,65,76,80
female,group B,some college,standard,completed,59,79,76
male,group C,associate's degree,free/reduced,none,61,66,64
male,group A,some college,free/reduced,completed,66,71,64
female,group A,some high school,free/reduced,none,61,77,74
male,group A,some high school,free/reduced,completed,62,59,60
female,group D,high school,standard,none,66,76,73
male,group D,bachelor's degree,standard,none,91,78,78
male,group A,some high school,standard,none,58,52,52
female,group D,some college,free/reduced,completed,71,82,86
male,group E,some high school,standard,none,80,73,64
male,group E,some high school,standard,none,60,49,46
male,group C,master's degree,standard,none,83,72,81
female,group A,some college,standard,none,74,81,81
female,group B,associate's degree,free/reduced,none,49,65,59
male,group C,associate's degree,free/reduced,none,42,50,47
male,group D,high school,standard,none,77,72,74
female,group C,high school,free/reduced,none,39,49,46
female,group C,some high school,free/reduced,none,37,56,51
male,group D,high school,free/reduced,none,47,51,44
male,group C,some college,free/reduced,none,78,72,75
male,group E,bachelor's degree,standard,none,67,57,60
male,group D,master's degree,standard,completed,90,79,91
female,group C,some high school,standard,none,58,67,66
male,group C,bachelor's degree,standard,none,44,45,39
female,group D,some college,free/reduced,none,72,85,86
female,group B,some high school,standard,completed,63,76,77
female,group C,associate's degree,free/reduced,completed,65,70,77
male,group E,high school,standard,completed,99,85,83
female,group B,some high school,standard,none,52,62,60
female,group A,associate's degree,standard,none,69,79,75
male,group C,some college,standard,none,75,75,72
female,group E,high school,standard,none,81,83,78
male,group D,some college,standard,none,70,74,74
male,group D,associate's degree,standard,completed,80,82,82
female,group E,some college,free/reduced,none,56,62,59
female,group B,high school,free/reduced,none,51,71,59
female,group D,some college,standard,completed,65,82,84
male,group B,some college,standard,none,70,67,68
male,group E,associate's degree,standard,none,92,90,86
female,group E,some high school,standard,none,67,76,65
male,group C,some high school,standard,completed,79,81,77
male,group D,some college,free/reduced,completed,64,60,63
female,group D,associate's degree,free/reduced,completed,46,53,55
male,group C,some high school,standard,none,84,79,68
female,group E,some high school,standard,none,81,73,81
female,group C,high school,free/reduced,none,50,61,60
male,group D,some college,standard,none,66,61,60
female,group D,high school,standard,none,67,77,72
male,group D,high school,standard,none,66,56,55
female,group B,bachelor's degree,free/reduced,none,49,63,65
female,group B,high school,free/reduced,none,46,72,69
female,group A,some college,standard,completed,70,84,82
male,group E,some high school,free/reduced,none,56,47,44
male,group B,high school,standard,completed,63,75,72
male,group A,high school,standard,none,77,71,63
male,group D,some college,free/reduced,none,62,63,59
female,group D,associate's degree,free/reduced,none,70,84,88
female,group B,master's degree,standard,completed,74,86,85
female,group B,high school,standard,none,42,61,56
female,group B,associate's degree,standard,completed,65,77,82
male,group D,some college,standard,none,80,75,73
female,group C,bachelor's degree,standard,none,43,58,61
male,group B,some high school,standard,completed,68,67,64
male,group B,some high school,standard,none,72,64,60
female,group B,associate's degree,standard,none,54,71,66
female,group E,some college,standard,none,69,71,72
male,group D,some high school,standard,none,96,78,79
female,group B,associate's degree,standard,completed,76,77,84
female,group D,some college,free/reduced,completed,61,69,74
male,group B,high school,standard,none,70,63,57
male,group C,associate's degree,free/reduced,none,41,33,30
female,group C,bachelor's degree,free/reduced,completed,49,58,59
male,group C,some college,free/reduced,none,49,50,45
female,group C,some college,standard,none,55,59,62
female,group C,associate's degree,free/reduced,none,73,84,75
female,group B,associate's degree,standard,none,55,73,68
female,group B,associate's degree,free/reduced,none,49,52,56
male,group C,master's degree,standard,none,83,80,79
male,group B,some college,standard,completed,92,83,84
female,group C,some college,standard,completed,65,70,72
male,group C,some high school,free/reduced,none,57,54,56
female,group B,master's degree,free/reduced,none,58,67,67
female,group C,bachelor's degree,free/reduced,completed,72,94,90
male,group C,associate's degree,standard,completed,67,67,70
female,group C,some high school,free/reduced,completed,43,56,59
female,group C,associate's degree,standard,completed,79,97,99
male,group B,some high school,standard,none,88,79,77
female,group D,associate's degree,standard,completed,83,91,97
female,group D,some college,standard,none,56,72,67
female,group A,bachelor's degree,standard,completed,70,81,85
female,group B,high school,standard,none,60,68,65
male,group A,associate's degree,standard,completed,61,48,54
male,group D,some high school,standard,completed,58,66,68
female,group B,some high school,standard,none,83,80,79
male,group B,bachelor's degree,free/reduced,none,77,73,70
male,group B,some college,standard,none,82,76,74
male,group B,high school,free/reduced,none,66,69,59
male,group D,high school,standard,none,64,50,53
male,group E,high school,standard,none,100,95,92
female,group C,some college,standard,none,42,57,57
female,group D,associate's degree,free/reduced,none,59,76,77
female,group C,some college,standard,completed,82,82,86
female,group B,master's degree,standard,none,79,91,82
male,group B,bachelor's degree,standard,completed,76,75,71
male,group B,bachelor's degree,free/reduced,none,61,56,51
female,group C,associate's degree,standard,completed,72,87,91
female,group E,some college,standard,none,50,63,59
male,group A,master's degree,standard,none,80,72,73
